img;score
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\283.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\284.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\285.png;[0.85275394]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\286.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\287.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\288.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\289.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\29.png;[3.5762787e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\290.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\291.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\292.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\293.png;[0.00372028]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\294.png;[0.1237573]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\295.png;[0.8387865]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\296.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\297.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\298.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\299.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\3.png;[0.00088531]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\30.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\31.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\32.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\33.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\34.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\35.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\36.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\37.png;[2.9802322e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\38.png;[1.7881393e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\39.png;[1.1920929e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\4.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\40.png;[0.8414424]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\41.png;[0.78735554]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\42.png;[0.88673353]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\43.png;[0.01586285]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\44.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\45.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\46.png;[0.02215222]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\47.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\48.png;[0.02012905]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\49.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\5.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\50.png;[0.953562]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\51.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\52.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\53.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\54.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\55.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\56.png;[0.9537704]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\57.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\58.png;[1.9818544e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\59.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\6.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\60.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\61.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\62.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\63.png;[4.142523e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\64.png;[5.173683e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\65.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\66.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\67.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\68.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\69.png;[3.9041042e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\7.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\70.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\71.png;[0.97794175]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\72.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\73.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\74.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\75.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\76.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\77.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\78.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\79.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\8.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\80.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\81.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\82.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\83.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\84.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\85.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\86.png;[2.3841858e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\87.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\88.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\89.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\9.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\90.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\91.png;[0.04109189]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\92.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\93.png;[2.9802322e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\94.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\95.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\96.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\97.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\98.png;[0.00326008]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_02_C.avi\99.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\0.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\1.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\10.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\100.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\101.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\102.png;[0.04123881]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\103.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\104.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\105.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\106.png;[0.9868634]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\107.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\108.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\109.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\11.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\110.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\111.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\112.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\113.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\114.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\115.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\116.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\117.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\118.png;[0.00321072]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\119.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\12.png;[2.9802322e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\120.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\121.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\122.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\123.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\124.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\125.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\126.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\127.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\128.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\129.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\13.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\130.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\131.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\132.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\133.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\134.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\135.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\136.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\137.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\138.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\139.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\14.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\140.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\141.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\142.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\143.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\144.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\145.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\146.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\147.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\148.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\149.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\15.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\150.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\151.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\152.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\153.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\154.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\155.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\156.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\157.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\158.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\159.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\16.png;[0.22666791]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\160.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\161.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\162.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\163.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\164.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\165.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\166.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\167.png;[8.046627e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\168.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\169.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\17.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\170.png;[3.0398369e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\171.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\172.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\173.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\174.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\175.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\176.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\177.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\178.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\179.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\18.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\180.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\181.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\182.png;[0.25019902]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\183.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\184.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\185.png;[7.748604e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\186.png;[2.9802322e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\187.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\188.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\189.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\19.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\190.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\191.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\192.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\193.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\194.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\195.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\196.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\197.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\198.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\199.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\2.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\20.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\200.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\201.png;[2.6524067e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\202.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\203.png;[0.6878485]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\204.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\205.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\206.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\207.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\208.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\209.png;[4.9114227e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\21.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\210.png;[0.15959692]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\211.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\212.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\213.png;[1.7881393e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\214.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\215.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\216.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\217.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\218.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\219.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\22.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\220.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\221.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\222.png;[0.00024953]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\223.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\224.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\225.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\226.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\227.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\228.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\229.png;[6.2584877e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\23.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\230.png;[1.1920929e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\231.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\232.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\04_01_03_C.avi\233.png;[0.]
